Title,Job Title,Experience,Experience Categories,Company,Location,Skills
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Aryavart Institute Of Technology,"Noida, Patna, Kanpur, Supaul","data cleansing, Data analysis, Analytical, Data collection, Data quality, HTTP, Data mining, Operations"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Xenonstack,Mohali,"Mining, Data analysis, Manager Quality Assurance, SAS, Diagnostics, Analytical, Programming, data visualization"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Nits Solutions,Gurugram,"Process design, Sales, Linguistics, Market research, Data Analyst, Logistics, Research, Design"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,ANR Software,Noida,"Computer science, SAS, Process improvement, Report writing, Data collection, SPSS, Information management, Manager Quality Control"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Market Intelligence,Hyderabad,"python, information research, sql, vba, financial statements, data analysis, presentation skills, data integrity"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Startupflow,Jaipur,"Data Analyst, Data, Data analysis"
Hr Data Analyst,Data Analyst,0-2 Yrs,Freshers,It's a leading provider of global hybrid cloud and AI,Bengaluru,"Excel, Hr Databases, Advanced Excel, Microsoft Office Suite, Data, Data analysis, DBMS, MS Office"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Ethics Infotech,Vadodara,"MS SQL, Data analysis, tableau, PDF, data security, Time management, Customer support, Data Analyst"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leanquality Solutions,Pune,"Computer science, Machine learning, Data collection, Statistical software, Data Analyst, data visualization, Data mining, Data warehousing"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fashion Tv,Mumbai,"Operations management, Supply chain management, Data analysis, Usage, Sales forecasting, Data Analyst, Management, CRM sales"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Indian Internet Solutions,Aurangabad,"Data Analyst, Data, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Gurugram,"Data Analyst, professional, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Chennai,"Data Analyst, professional, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Pune,"Business Analyst, Oracle SQL, Data Analyst, Data extraction, SQL, Business analysis, Data analysis, Oracle"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Hyderabad,"Data Analyst, professional, Data analysis, Data"
Reference Data Analyst,Data Analyst,0-2 Yrs,Freshers,Deutsche Bank,Pune,"market data, capital market, trade life cycle, data quality, instruments, c#, it development, c++"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Chennai,"deep learning, tableau, Django, MySQL, Machine learning, power bi, Data Analyst, SQL"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Weaddo,Gurugram,"Cloud computing, Data analysis, GCP, Analytical, Machine learning, Data quality, data visualization, SQL"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Digitalxnode,New Delhi,"Data analysis, Data modeling, Analytical, Predictive modeling, Data quality, Data mining, SQL, Python"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Ashoka Builders,Hyderabad,"Data analysis, data manipulation, Analytical, Machine learning, pricing strategy, Programming, power bi, data visualization"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Bigfix,Chennai,"Data Analyst, Data, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,EIPL,New Delhi,"Stakeholder Engagement, Data analysis, Project management, Process improvement, Analytical, Customer support, Manager Quality Control, Data mining"
Data Analysts,Data Analyst,0-2 Yrs,Freshers,Capital Market Publishers,Chennai,"Excel, VBA, Accounting, Finance, Reconciliation, Commerce, Database maintenance, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Intense Technologies,Mumbai,"Analytical skills, SQL queries, Data analysis, data domain, Business Analyst, power bi, Data quality, Data Analyst"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Finprov Business Services,Kochi,"Data analysis, Malayalam, Social media, power bi, Data Analyst, data visualization, Digital marketing, Operations"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Wissen Research,Mohali,"Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Techvolt Software,Coimbatore,"C++, C, Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Mobpair Technologies,Ahmedabad,"Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Visit Health,Noida,"metadata, Nutrition, Coding, Analytical, Pharmacy, MySQL, Healthcare, Wellness"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fusion Plus Solutions,Hyderabad,"data science, Bfsi, Agile, Data Analyst, Python, Science, Data, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fusion Plus Solutions,Hyderabad,"Telecom, Data analysis, Automation, Interpersonal skills, Architecture, Analytical, Machine learning, Data Analyst"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Educare Solutions,Noida,"Data validation, Data Analyst, SPSS, WinCross, Scripting, Data, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,MBH Raw Pharma,Thane,"Data Analyst, Data, Data analysis"
Quantitative Data Analyst,Data Analyst,0-2 Yrs,Freshers,Zivanta Analytics,Kolkata,"Data analysis, Data management, Analytical, Data Analyst, Data quality, Data mining, Risk management, Analytics"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Inc.,"Hyderabad, Gurugram","Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, German, Secondary research"
Data Analyst - Spotfire,Data Analyst,0-2 Yrs,Freshers,Sophos It Services,Noida,"IT services, Automation, Data analysis, Version control, Data management, Data modeling, Data Analyst, Stored procedures"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Kaba Group,New Delhi,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Solventum,Bengaluru,"Analytical skills, Data management, data science, Compliance, Healthcare, Data Analyst, Data analytics, AWS"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Product based Fortune India 500 FMCG Firm,Mumbai (All Areas),"Administration, mis, Advanced Excel, Dashboards, Data Analytics, Pivot Table, VLOOKUP, Master Data Management"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Jade Global,"Kolkata, Hyderabad, Pune","snowflake, data analysis, data modeling, data visualization, etl, python, charts, software testing"
Legal & Integrity Operations Developer & Data Analyst,Data Analyst,0-2 Yrs,Freshers,Hitachi Energy,Bengaluru,"Telecom, Data management, Legal, Manager Technology, power bi, User support, Data Analyst, microsoft"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Oddity Healthcare,Navi Mumbai,"Data Analytics, Data Reporting, Power Bi, GCP, Data Visualization, SQL, Python, Analytics"
Data Analyst Contractor,Data Analyst,0-2 Yrs,Freshers,Info Origin,Bengaluru,"Data management, query, Programming, power bi, Advanced Excel, Data Analyst, Management, Apache"
Data Analyst Gsa Data Divisional Office – Gcoo,Data Analyst,0-2 Yrs,Freshers,Deutsche Bank,Pune,"guest service, data management, gst, accounting, gta, accounts receivable, tds, accounts payable"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,FMCG & pharmaceutical Company,Mumbai (All Areas),"Advanced Excel, Administration, MIS, Advanced Analytics, Data Analysis, Data Management And Analysis, Dashboards, Data Analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Diverse Lynx,Bengaluru,"Data analysis, Statistical analysis, SAS, Data Analyst, Data analytics, Regression analysis, Data mining, Python"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Satin Creditcare Network,Gurugram,"Advanced Excel, Kannada, reports, Countif, Business Analyst, insights, Formulas, Conditional Formatting"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Joshua,Bengaluru,"Python, Statistical Modeling, R Program, R, Modeling, Statistics, Program, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,IDEMIA,Noida,"Power Bi, SQL, Aws Cloud, Azure Cloud, Time Series Analysis, Data Modeling, Supply Chain Management, ETL"
Data Analyst- Trainer Faculty,Data Analyst,0-2 Yrs,Freshers,Anudip,"Tindivanam, Chennai","Data analysis, Core Java, Excel, SQL database, MySQL, power bi, Data Analyst, Python"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Agilent Technologies,"Gurugram, Manesar","Data analysis, Change management, Networking, Data management, Operational risk, Coding, Project management, Analytical"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Nutris Crop Solutions India Pvt.ltd,Satara,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Mumbai Rozgaar Pvt Ltd,"Mumbai, Mumbai (All Areas)","Python Data Analytics, Trend Analysis, SQL, ETL, Data analysis, Trend, Python Data, Data analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Kennect Solutions,Mumbai,"MongoDB, Excel, JavaScript, data processing, Data Analysis, Data Analyst, Data, Process"
Data Analyst - Scm,Data Analyst,0-2 Yrs,Freshers,Walkaroo International,Coimbatore,"Data Analytics, Scm Operations, Power Bi, Logistics Operations, SQL, Python, Data analysis, SCM"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Arting Digital,Hyderabad,"IT services, Computer science, Data analysis, Statistical analysis, data manipulation, Data Analyst, data visualization, Product marketing"
Data Analyst - Youappi,Data Analyst,0-2 Yrs,Freshers,Affle,"Gurugram, Bengaluru","python, data analysis, data analytics, data manipulation, data mining, predictive analytics, business analysis, power bi"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Kalypso It Solutions,"Noida, New Delhi, Pune, Chennai, Bengaluru","Computer science, Analytical skills, Automation, ERP, Change management, Industrial automation, Agile, Data quality"
Data Analyst Network Losses Amzl,Data Analyst,0-2 Yrs,Freshers,Amazon,Bengaluru,"Data management, Networking, Management systems, Reverse logistics, Cross functional coordination, Data Analyst, MS Office, Monitoring"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Business Brio,Kolkata,"Graphics, Minitab, Front end, RDBMS, MySQL, SPSS, Macros, Analytics"
Wfm Data Analyst Amazon Ato Wfm Team,Data Analyst,0-2 Yrs,Freshers,Amazon,Bengaluru,"Data analysis, Excel, SAS, VLOOKUP, Workflow, Macros, Operations, Analytics"
Data Analyst Looking For Candidates From Fmcg Industry Only Mnc,Data Analyst,0-2 Yrs,Freshers,FMCG industry,Hyderabad,"Power Bi, Data Analyst, Advanced Excel, SQL, Data Analysis, Data Analytics, Analytics, Analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Target,Bengaluru,"guest service, python, sql, ms office package, dw, hive, domo, oracle"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Expedite Software Service,Noida,"Computer science, Data analysis, Excel, Business analytics, Stored procedures, data visualization, Troubleshooting, Information technology"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Primary Healthtech,Noida,"Data Interpretation, Data Analysis, Data Analytics, Data Management, Data Visualization, Data Reporting, Reporting, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Cindrebay School Of Fashion & Interior Design,"Hyderabad, Coimbatore, Thodupuzha, Thiruvananthapuram, Kochi, Kolkata, Kannur, Indore, Nagpur, Pune, Lucknow, Kozhikode, Bengaluru","Secondary Data, Database Design Development, Business Data Analyst, Data Collection Systems, Data Analysis, Data Mining, Information Management, Data Analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Larsen & Toubro (L&T),Mumbai,"Order management, Analyst, Performance management, Data Analyst, Project procurement, SCM, Analytics, Order fulfillment"
Carbon Data Analyst,Data Analyst,0-2 Yrs,Freshers,Terrascope,Bengaluru,"SQL queries, Data management, Manufacturing technology, Accounting, Data processing, Data Analyst, Data analytics, Management"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Inc.,"Hyderabad, Gurugram","Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,ShareChat,Bengaluru,"Business objects, SAS, Database design, XML, Social media, Javascript, SPSS, Data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Cigna,Bengaluru,"python, sql, r, data visualization, aws, data management, data analytics, data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,Hyderabad,"Data Analysis, R, SAS, Power BI, Data Collection, Tableau, Regulatory Compliance, Performance Monitoring"
Business Data Analyst,Data Analyst,0-2 Yrs,Freshers,Mastroke,Lucknow,"Google Analytics, Business analysis, Social media, Market intelligence, Business planning, Healthcare, Competitive intelligence, Digital marketing"
Data Analyst Cognitive Data Analyst - (Only Mumbai Candidates Please,Data Analyst,0-2 Yrs,Freshers,Recruit Me,Mumbai (All Areas),"Data Management, Quality Assurance, Data Annotation, Gdpr, Data Analysis, Data Collection, Data Analytics, Annotation"
Data Analyst I,Data Analyst,0-2 Yrs,Freshers,Dealersocket,Bengaluru,"Ticketing, Automation, Excel, Analytical, Troubleshooting, SSIS, Operations, Software services"
Sap Cloud Business Analyst Tester Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","System testing, Data analysis, SAP, Testing tools, Business analysis, Regression testing, Scrum, Test cases"
Data Analyst Business Analyst - Power Bi Specalist,Data Analyst,0-2 Yrs,Freshers,Venus Hr Consultancy Surat,Surat,"Data Analysis, Power Bi, spss, Regression, Hypothesis Testing, Advanced Excel, Tableau, Statistics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Techsolvo,Meerut,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Esolution Point,Chennai,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Navkar Digital Institute,Ahmedabad,"digital, master data, metadata, python, data analysis, data management, data analytics, data validation"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Disha Consultants,"Pune, Chennai, Jaipur, Bengaluru","Data analysis, Data validation, Data management, Data analytics, Advanced Excel, Data Analyst, data visualization, Management"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Manufapp,New Delhi,"python, data analysis, data analytics, data mining, power bi, problem solving, analysis, machine learning"
Data - Analyst,Other,0-2 Yrs,Freshers,Datansh Solutions,Jaipur,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Alcircle,Kolkata,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Riyo Advertising,Mumbai,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Sheer Analytics And Insights,Kolkata,"python, data analysis, data analytics, data mining, predictive analytics, business analysis, market research, machine learning"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,"NTT DATA, Inc.",Bengaluru,"data analytics, data analysis, data reconciliation, stakeholder management, reporting tools, cbap, business analysis, variance analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,fleetx.io,Gurugram,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Nutris Crop Solutions India Pvt.ltd,Satara,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Radical Minds,Gurugram(Cyber City),"Report Generation, Data Analysis, Data Reporting, Data Visualization, Dashboards, Analysis, Reporting, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,SSTech System,Ahmedabad,"Data validation, Test case execution, Manager Quality Assurance, Analytical, Data quality, Continuous improvement, Product support, SQL"
Esg - Data Analyst Power Bi Engineer,Data Analyst,0-2 Yrs,Freshers,Apex Group,Mumbai,"Power BI, databases, data model, data structures, dashboards, SQL, DBMS, Data analysis"
Exec. Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fluidscapes,Mumbai,"Data analysis, Statistical modeling, Excel, Analytical, Strategic planning, power bi, Data Analyst, Analytics"
Data Analyst-Mapping Modelling,Data Analyst,0-2 Yrs,Freshers,Capco,Bengaluru,"data analysis, data management, data mapping, data profiling, sit, management consulting, python, data analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,"NTT DATA, Inc.",Bengaluru,"data analytics, data analysis, data reconciliation, stakeholder management, reporting tools, cbap, revenue analysis, business analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Crazywebdev Technologies,Jhansi,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,VNG Medical Innovation System,Mohali,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Mentorji,Hapur,"Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Schneider Electric,"Gurugram, Chennai, Bengaluru","Power Bi, Data Analysis, Data Analytics, SQL, Data Visualization, Analysis, Bi, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Uminber,Ahmedabad,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Financial Data Analyst,Data Analyst,0-2 Yrs,Freshers,Crisil,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Basic, Financial statements, US GAAP, Compliance, Financial Data Analyst, Information security, Analytical, Finance"
Senior Healthcare Research Data Analyst,Data Analyst,0-2 Yrs,Freshers,Clarivate,Bengaluru,"Usage, Excel, Project management, VLOOKUP, Healthcare, Market research, Life sciences, Forecasting"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Manipalcigna health insurance,Mumbai (All Areas),"Power Bi, SAS, Data Analysis, Tableau, Python, data analytics, data science, Data"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Scriptshub Technologies,Pune,"T-SQL, SSAS, Analytical, SSRS, power bi, Data analytics, Stored procedures, SSIS"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Market Intelligence,"Hyderabad, Gurugram","python, information research, sql, vba, financial statements, data analysis, presentation skills, data integrity"
Ml Data Analyst,Data Analyst,0-2 Yrs,Freshers,Netomi,Gurugram,"Computer science, Data analysis, data science, Analytical, Artificial Intelligence, Machine learning, Natural language processing, Data analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Energytech Ventures,Kolkata,"Managed services, Excel, Process improvement, Data collection, HTTP, Data analytics, Data Analyst, Powerpoint"
Data Analyst I,Data Analyst,0-2 Yrs,Freshers,Solera,Bengaluru,"Ticketing, Automation, Excel, Analytical, Troubleshooting, SSIS, Operations, Software services"
Company Data - Analyst,Other,0-2 Yrs,Freshers,MSCI Services,Mumbai,"CVS, Automation, Data analysis, Data validation, Fixed income, Machine learning, Manager Quality Control, SQL"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Barclays,Chennai,"investment bankingcorporate banking, macros, data analysis, brd, accounting, machine learning, artificial intelligence, sql"
Senior Data Analyst Mpo,Data Analyst,0-2 Yrs,Freshers,ecommerce,Bengaluru,"SQL, R, Excel, Data Analysis, Data Analytics, Python, Data, Analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Onsurity,Bengaluru,"PostgreSQL, MySQL, Snowflake, Data analysis, Data"
Data Analyst For Electric Engine Diagnosis,Data Analyst,0-2 Yrs,Freshers,BMW Techworks India,Pune,"INCA, Diagnostics, big data analytics, Analytical, Packaging, German, Data Analyst, MDA"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Vixplor Analytics,Kolkata,"Computer science, Analytical, Data collection, Packaging, Data analytics, Mathematics, Data Analyst, Information technology"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Goodwin Financial Holdings (p) Ltd.,Hyderabad,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Sleep Company Is Hiring Data Analyst,Data Analyst,0-2 Yrs,Freshers,the Sleep Company,Mumbai (All Areas),"SQL, Data Analysis, Data Visualization, Tableau, Data Analytics, Analysis, Hiring, Company"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Kalypso It Solutions,"Noida, New Delhi, Pune, Bengaluru","Computer science, Analytical skills, ERP, Automation, Change management, Industrial automation, Agile, Data quality"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Fleetx,Gurugram,"Tableau, SQL, Data Visualization, Advanced Excel, Dashboard Development, Data Analytics, Sales Analytics, Sales"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,EQ Magazine (first Source Energy India,Bengaluru,"Unix, Shell programming, Renewable energy, Linux, Data Analyst, wind energy, Sensors, Manager Quality Control"
Data Analyst - C,Data Analyst,0-2 Yrs,Freshers,Capgemini,Mumbai,"project management, charts, data analysis, data validation, dashboards, algorithms, hlookup, macros"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Grid Dynamics,Bengaluru,"Analytical, Agile, Data structures, splunk, Data quality, data integrity, Data Analyst, Medical insurance"
Company Data - Analyst,Other,0-2 Yrs,Freshers,MSCI Services,Mumbai,"financial concepts, fundamentals, python, data analytics, data analysis, data validation, bi, power bi"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Socialion Media,Navi Mumbai,"database maintenance, python, data analysis, data analytics, data mining, predictive analytics, business analysis, power bi"
Competitor Intelligence Data Analyst,Data Analyst,0-2 Yrs,Freshers,IHG Hotels & Resorts,Gurugram,"Automation, data reporting, Process improvement, VLOOKUP, Data collection, Data processing, Competitive intelligence, Advanced Excel"
Data Analyst-Uidai Bengaluru,Data Analyst,0-2 Yrs,Freshers,National Institute for Smart Government (NISG),Bengaluru,"Power Bi, Data Analysis, Data Visualization, Data Extraction, Python, R, SQL Queries, Tableau"
Data Analyst - Trainer Faculty,Data Analyst,0-2 Yrs,Freshers,Anudip,"Tindivanam, Chennai","Core Java, Data analysis, PDF, Excel, SQL database, MySQL, power bi, HTML"
Grc Data Analyst,Data Analyst,0-2 Yrs,Freshers,A.P. Moller Maersk,Pune,"Operational risk, Project management, Financial risk, Market risk, Manager Technology, Data Analyst, Risk assurance, Credit risk"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Aditya Birla Management Corporation (ABMCPL),Mumbai (All Areas)(Prabhadevi),"Power Bi, Advanced Excel, Data Monitoring, MIS, Data Analytics, Analytics, Excel, Bi"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,IT Services Organization,Hyderabad,"Python., Data Analyst, Data Analytics, Data, Data analysis, Python, Analytics"
Data Governance Analyst,Data Governance Analyst,0-2 Yrs,Freshers,Barclays,Pune,"risk management, python, data analytics, aws, machine learning, artificial intelligence, sql, Data analysis"
Data Analyst Sr. Data Analyst Data Scientist,Data Analyst,0-2 Yrs,Freshers,Ingenero Technologies,Thane,"Artificial Intelligence, Data Analytics, Machine Learning, Python, Power Bi, VBA, Data Analysis, Aiml"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Bandhan Amc,"Mumbai Suburban, Mumbai (All Areas)(Prabhadevi +1)","Data Analysis, Power Bi, Mis Analysis, Bi Tools, Tableau, Data, Tools, Analysis"
Data Analyst I,Data Analyst,0-2 Yrs,Freshers,Spireon,Bengaluru,"Ticketing, Automation, Excel, Analytical, Troubleshooting, SSIS, Operations, Software services"
Exp. Data Scientist Data Analyst Ai Expert,Data Analyst,0-2 Yrs,Freshers,Innovadors Lab,Bhubaneswar,"Analytical skills, Artificial Intelligence, Machine learning, Data Analyst, Open source, Python, Exp, Data analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Adhiran Infotech,Chennai,"Data Analyst, Data, Data analysis"
Lead Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Market Intelligence,"Hyderabad, Ahmedabad, Bengaluru","Data Analysis, Data Quality, Excel, Power BI, Data Collection, Tableau, SQL, Quality"
Data Analyst Business Intelligence,Data Analyst,0-2 Yrs,Freshers,Monrow Shoes,Bengaluru,"Data Analyst, Business intelligence, Intelligence, Data, Data analysis, Business analysis"
Maritime Data Analyst,Data Analyst,0-2 Yrs,Freshers,DNV,Pune,"Assurance, Maritime, Data collection, MS Office tools, Data Analyst, Training and Development, Research, Risk management"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Sia Partners,Mumbai,"Computer science, French, Coding, Analytical, Corporate finance, microsoft, Business intelligence, Operations"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Ice.com,Hyderabad,"Visual Basic, Capital IQ, Senior Analyst, Analytical, Data quality, market data, Data Analyst, Secondary research"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Amrita Vishwa Vidyapeetham,Kollam,"Computer science, Data analysis, PDF, data science, Hypothesis Testing, Data Analyst, data visualization, Research"
Data Analyst Mohali,Data Analyst,0-2 Yrs,Freshers,Alaric Ventures,"Mohali, Chandigarh","Data Mining, Excellent Verbal And Written Communication Skills, Lead Generation, Hubspot, Sales Navigator, Lusha, Zoominfo, Salesforce CRM"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Inc.,"Hyderabad, Gurugram","Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Inc.,"Hyderabad, Gurugram","Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Translator Data Analyst,Data Analyst,0-2 Yrs,Freshers,S&P Global Market Intelligence,Hyderabad,"Python, VBA Macro, translator, Data Analyst, SQL, Data analysis, Macros, Polishing"
Business & Data Analyst,Data Analyst,0-2 Yrs,Freshers,Anoki,Bengaluru,"Data analysis, Automation, Data validation, Campaign management, Business analysis, Analytical, Operations, Analytics"
Senior Business Analyst Global Data Analytics,Business Analyst,0-2 Yrs,Freshers,Amazon,Hyderabad,"Business process, O2C, Financial analysis, Business expansion, Business analytics, Analytical, Senior Business Analyst, Business intelligence"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Axis My India,"Mumbai Suburban, Mumbai (All Areas)(Andheri East)","EDA, Pandas, Statistics, Scikit-Learn, Python, Pyspark, Numpy, Data"
Data Analyst Trainer & Executive,Data Analyst,0-2 Yrs,Freshers,Finprov Business Services,Kochi,"Data analysis, Malayalam, Social media, power bi, Data Analyst, data visualization, Digital marketing, Operations"
Business Analyst Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,Bengaluru,"data analysis, data quality, business data analysis, business modeling, documentation, Data tracing, Modeling, Data"
Data Analyst Data Analyst Manager,Data Analyst,0-2 Yrs,Freshers,Millennium Organisation,Mumbai (All Areas),"Power Bi, Advanced Excel, Data Analysis, Business Strategy, Sales Analysis, Team Handling, Team Coordination, Data Management"
Data Analyst-Ai Ml,Data Analyst,0-2 Yrs,Freshers,Teleperformance (TP),Hyderabad,"Data Analytics, SQL, Power Bi, Artificial Intelligence, Ai Platform, Machine Learning, Ml, Python"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Capgemini,Noida,"algorithms, charts, data analysis, data validation, dashboards, hlookup, macros, python"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Reliance Games,Pune,"Communication Skills, R, Social Media, Analytical Skills, Data Analysis, Data Visualization, Data Analyst, Tableau"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Target,Bengaluru,"python, sql, spark, root cause, statistics, hive, domo, demand forecasting"
