Title,Company,Experience,Location,Salary,Skills
Data Analyst,Weir,2-5 Yrs,Bengaluru,Not Mentioned,"Data analysis, Payroll, Change management, Manager Quality Assurance, MIS, Project management, Process improvement, Analytical"
Data Analyst,Elintex Technologies,6-8 Yrs,Pune,Not Mentioned,"Data Analysis, Etl Process, SQL, Data Control, Process, Analysis, Control, Data"
Data Analyst,Foresight Digital,1-5 Yrs,Ahmedabad,Not Mentioned,"Power Bi, Dashboards, Data Visualization, Tableau, Bi, Data, Data analysis"
Data Analyst,Pritam International,5-10 Yrs,"Haridwar, Roorkee",Not Mentioned,"Data Analysis, Data Management, Data Reporting, Data, Management, Reporting, Analysis"
Client Data Analyst,JPMorgan Chase Bank,5-8 Yrs,Hyderabad,Not Mentioned,"Due diligence, Quality standards, Compliance, Analytical, Focus, Data Analyst, Research, Management"
Data Analyst,Adhiran Infotech,1-3 Yrs,Chennai,Not Mentioned,"Data Analyst, Data, Data analysis"
Exp. Data scientist / Data Analyst / AI Expert,Innovadors Lab,1-2 Yrs,Bhubaneswar,Not Mentioned,"Analytical skills, Artificial Intelligence, Machine learning, Data Analyst, Open source, Python, Exp, Data analysis"
Data Analyst,Bandhan Amc,2-6 Yrs,"Mumbai Suburban, Mumbai (All Areas)(Prabhadevi +1)",Not Mentioned,"Data Analysis, Power Bi, Mis Analysis, Bi Tools, Tableau, Data, Tools, Analysis"
Data analysts,Mirafra,3-12 Yrs,Bengaluru,Not Mentioned,"Data analysts, Data analysis, Analysts, Data"
GRC Data Analyst,A.P. Moller Maersk,2-10 Yrs,Pune,Not Mentioned,"Operational risk, Project management, Financial risk, Market risk, Manager Technology, Data Analyst, Risk assurance, Credit risk"
Data Analyst - Trainer / Faculty,Anudip,2-3 Yrs,"Tindivanam, Chennai",Not Mentioned,"Core Java, Data analysis, PDF, Excel, SQL database, MySQL, power bi, HTML"
Marine Data Analyst,Exxon Mobil Corporation,3-8 Yrs,Bengaluru,Not Mentioned,"Supply chain, Data analysis, Supply chain management, Manager Quality Assurance, Networking, Data collection, Predictive modeling, Business strategy"
Marine Data Analyst,Exxon Mobil Corporation,3-7 Yrs,Bengaluru,Not Mentioned,", r, tableau, data analysis, software, power bi, sql, communication skills"
Data Analyst,Grid Dynamics,2-4 Yrs,Bengaluru,Not Mentioned,"Analytical, Agile, Data structures, splunk, Data quality, data integrity, Data Analyst, Medical insurance"
DATA ANALYST,Scaleup Mission IT services,3-4 Yrs,Bengaluru,Not Mentioned,"Operations management, Operations Analyst, Data Analyst, HR, Business strategy, Data, Management, Data analysis"
Data Analyst,Pioneer Infotech,2-7 Yrs,Mumbai,Not Mentioned,"Computer science, Data analysis, PDF, data science, Analytical, power bi, Data quality, data visualization"
Data Analyst,Pitney Bowes (PBI),4-5 Yrs,Noida,Not Mentioned,"Data analysis, Usage, Google Analytics, Sales operations, Business reporting, Project management, Analytical, Product marketing"
Data Analyst (Tableau+Alteryx),Biz Tecno,4-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi"
Data Analyst,Target,2-3 Yrs,Bengaluru,Not Mentioned,"python, sql, spark, root cause, statistics, hive, domo, demand forecasting"
Data Analyst,Reliance Games,2-5 Yrs,Pune,Not Mentioned,"Communication Skills, R, Social Media, Analytical Skills, Data Analysis, Data Visualization, Data Analyst, Tableau"
Data Analyst,Karur Vysya Bank,2-7 Yrs,Chennai,Not Mentioned,"SQL, Power BI, Azure Cloud, SSRS, Banking Domain Knowledge, MSBI ETL, AWS Cloud, Cloud"
Data Analyst,Fraoula,3-5 Yrs,"Mumbai, Bengaluru, Delhi / NCR",Not Mentioned,"SQL, Python, Power BI, Data Analysis, Data Visualization, Tableau, Looker, Data Cleaning"
Data Analyst,jobrevolution.in,5-8 Yrs,Gurugram,Not Mentioned,"Data Analysis, Automation, Lead Generation, Data Extraction, Data Visualization, tele marketing data analysis, Web Scraping, SQL"
Data Scientist/Analyst,Trovasemi,3-8 Yrs,Bengaluru,Not Mentioned,"MS SQL, Demand planning, Simulation, Oracle SQL, Machine learning, microsoft azure, Regression analysis, Forecasting"
Climate Data Analyst,Technip Energies,4-9 Yrs,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",Not Mentioned,"Data analysis, Data management, LNG, Talent acquisition, Competitive analysis, Analytical, TPS, Machine learning"
Data Governance and Data Analyst,Clifyx Technology,7-12 Yrs,Bengaluru,Not Mentioned,"Data analysis, Data management, Analytical, Billing, data governance, Data quality, JSON, data visualization"
Translator/Data Analyst (Polish),S&P Global Market Intelligence,2-7 Yrs,Hyderabad,Not Mentioned,"Python, VBA Macro, translator, Data Analyst, SQL, Data analysis, Macros, Polishing"
Translator / Data Analyst ( Polish ),S&P Global Inc.,2-4 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Translator / Data Analyst ( Hebrew ),S&P Global Inc.,2-5 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Data Analyst,Revature,6-9 Yrs,"Chennai, Bengaluru",Not Mentioned,"SQL, Tableau, Python, Data, Data analysis"
Translator / Data Analyst ( Turkish ),S&P Global Inc.,2-4 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Translator / Data Analyst ( German ),S&P Global Inc.,2-4 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, German, Secondary research"
Translator/Data Analyst (Spanish),S&P Global Market Intelligence,2-7 Yrs,Hyderabad,Not Mentioned,"python, information research, sql, vba, financial statements, data analysis, presentation skills, data integrity"
Translator / Data Analyst ( Hebrew ),S&P Global Market Intelligence,2-7 Yrs,Hyderabad,Not Mentioned,"Translation, Excel, VBA, Hebrew, Data Analysis, Process Improvement, SQL, Python"
Translator/Data Analyst (Turkish),S&P Global Market Intelligence,2-7 Yrs,Hyderabad,Not Mentioned,"python, information research, sql, vba, financial statements, data analysis, presentation skills, data integrity"
Translator / Data Analyst ( Portuguese ),S&P Global Inc.,2-4 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Translator, Process improvement, Data collection, Secondary research"
Translator / Data Analyst ( Spanish ),S&P Global Inc.,2-4 Yrs,"Hyderabad, Gurugram",Not Mentioned,"Supply chain, Automation, Manager Quality Assurance, Primary research, Process improvement, Market intelligence, Spanish, Secondary research"
Translator/Data Analyst (Portuguese),S&P Global Market Intelligence,2-7 Yrs,Hyderabad,Not Mentioned,"Portuguese, automation, VBA, Translator, Accounting, Lean principles, Data Analysis, Portuguese financial markets"
Data Analyst,Lenskart,3-7 Yrs,"Gurugram, Bengaluru",Not Mentioned,"Power Bi, SQL, Python, Google analytics, Bi, Data analysis, Google, Analytics"
Data Analyst,Uprio,1-5 Yrs,Bengaluru(JP Nagar),Not Mentioned,"Excel, Power Bi, Tableau, SQL, Data analysis, Data, Bi"
Data Analyst,Awesome Analytics,1-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"excel, , macros, data analysis, vba, mis, advanced excel, msbi"
Data Analyst,Soul Ai,4-8 Yrs,"Mumbai, Delhi / NCR, Bengaluru",Not Mentioned,"Data Analysis, python, R, tableau, Statistical analysis, power bi, data visualization, data integration"
Data Analyst,Saastargo Technologies,1-4 Yrs,Bengaluru,Not Mentioned,"Google Analytics, Data Analyst, Digital marketing, Google, Digital, Data analysis, Analytics, Marketing"
Data Analyst,Myyogateacher,2-5 Yrs,Bengaluru,Not Mentioned,"Business objects, SAS, XML, MySQL, Shell scripting, Javascript, JSON, MATLAB"
Data Analyst,NOVARTIS,2-4 Yrs,Hyderabad,Not Mentioned,"Procurement, Supply chain, Data migration, Data modeling, Pharma, Agile, Data quality, Data Analyst"
Data Analyst,Hyperthink Systems,2-5 Yrs,Bengaluru,Not Mentioned,"Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python"
Data Analyst,Maruti True Value,3-8 Yrs,"Gurugram, Bengaluru",Not Mentioned,"Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring"
Data Analyst,Boss Wallah,1-3 Yrs,Bengaluru,Not Mentioned,"SQL queries, Data analysis, Malayalam, tableau, B2C, Analytical, power bi, Data Analyst"
Data Analyst,Neuralix Ai,2-6 Yrs,Bengaluru,Not Mentioned,"Computer science, Data analysis, Trend analysis, Machine learning, Data collection, Predictive modeling, Data quality, Forecasting"
Data Analyst,Magic Bus,3-8 Yrs,Noida,Not Mentioned,"data analysis, data management, dashboard development, data mining, presentation skills, pivot table, vlookup, analysis"
Data Analyst,Rarr Technologies,7-9 Yrs,Bengaluru,Not Mentioned,"Product quality, Data analysis, Statistical analysis, Analytical, power bi, Data Analyst, Troubleshooting, Data mining"
Data Analyst,Quarks Technosoft,3-5 Yrs,Bengaluru,Not Mentioned,"Business improvement, Data analysis, Automation, Analytical, power bi, Data quality, data visualization, Business intelligence"
Data Analyst,Piwheel,5-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Computer science, Health insurance, Data analysis, Automation, Development Manager, Analytical, Market intelligence, Operations"
Data Analyst,Andor Tech,5-9 Yrs,Bengaluru,Not Mentioned,"Software design, tableau, Excel, Project documentation, Agile development, Hadoop, Agile, Data Analyst"
Data Analyst - Python/Hadoop,Sadup Soft,3-6 Yrs,Bengaluru,Not Mentioned,"Data Analysis, Data Validation, Big Query, Data Integrity, Hadoop, Spark, Python, SQL"
Audience Data Analyst,American Express Global Business Travel,4-6 Yrs,"Mumbai, Chennai, Gurugram",Not Mentioned,"Data analysis, Automation, Marketing operations, Data quality, Adobe, Digital marketing, Recruitment, SQL"
Data Analyst,Diverse Lynx,5-7 Yrs,Bengaluru,Not Mentioned,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python"
Data Analyst,Victrix Systems And Labs,8-10 Yrs,Kolkata,Not Mentioned,"Data Analysis, Change Management, Data Modelling, R, HCM, Data Migration, Oracle HCM, Data Cleansing"
Data Analyst,Canalys,4-9 Yrs,Bengaluru,Not Mentioned,"Market analysis, Data analysis, Networking, Consulting, Workflow, Macros, Consumer electronics, SQL"
Data Analyst,Etomate Technology,1-4 Yrs,Bengaluru,Not Mentioned,"Business process, Process automation, ERP, process integration, Project management, Business analytics, Business intelligence, Macros"
Data Analyst,Umamicasa,1-3 Yrs,Bengaluru,Not Mentioned,"Analytical skills, Excel, Strategic planning, Data Analyst, Operations, SQL, Python, Data analysis"
Data Analyst,Webkit24,4-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"excel, tableau, gcp, data integration tools, power bi, aws, communication skills, Tools"
Data Analyst,RUDRA ANLYTICS,3-8 Yrs,Pune,Not Mentioned,"Data analysis, Automation, data security, Data collection, Predictive modeling, Data quality, Advanced Excel, Data mining"
Data Analyst,Koya Consulting Inc,3-6 Yrs,Bengaluru,Not Mentioned,"Computer science, Usage, PDF, Senior Analyst, Analytical, Programming, Data Analyst, Management"
Data Analyst,Pradeepit Consulting Services,1-3 Yrs,Bengaluru,Not Mentioned,"Business process, Data analysis, ERP, SAP, Manager Quality Assurance, Project management, HTML, Troubleshooting"
Data Analyst,Bhive Workspace,1-3 Yrs,Bengaluru,Not Mentioned,"Data analysis, Data management, data security, Machine learning, Javascript, Data quality, MS Office, SQL"
AI Data Analyst,Sentient Foundation,2-7 Yrs,Bengaluru,Not Mentioned,"Analytical skills, Data analysis, Machine learning, Venture capital, Market research, Silicon, Natural language processing, Data Analyst"
Data Analyst,Aeries Technology,3-6 Yrs,Bengaluru,Not Mentioned,"driving, ssrs, power bi, data structures, etl, sql, communication skills, statistics"
Data Analyst,Add On It Systems,3-4 Yrs,Bengaluru,Not Mentioned,"MS SQL, PDF, Operating systems, RDBMS, Postgresql, IT skills, MS Word, Data Analyst"
Data Analyst,Cityinfo Services,15-18 Yrs,Bengaluru,Not Mentioned,"Excel, Analytical, Consulting, Market research, Data quality, Data mining, Forecasting, Operations"
Data Analyst,Systechcorp Inc,2-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Analytical skills, Operations management, Data analysis, Excel, Merchandising strategies, Sales operations, data visualization, Stakeholder management"
Data Analyst,Vimaan Robotics,1-2 Yrs,Bengaluru,Not Mentioned,"Supply chain, Computer science, Data analysis, Machine learning, Business intelligence, Macros, Analytics, Monitoring"
Marine Data Analyst,"Institute Of Marine Engineering, Science & Technology (imarest)",3-8 Yrs,Bengaluru,Not Mentioned,"Supply chain, Data analysis, Manager Quality Assurance, Networking, Analytical, Manager Quality Control, Technical support, SQL"
Data Analyst,Diverse Lynx,1-5 Yrs,Bengaluru,Not Mentioned,"metadata, Manager Quality Assurance, Data Analyst, Management, SQL, data profiling, Assurance, Data analysis"
Data Analyst - Spotfire,Sophos It Services,2-3 Yrs,Noida,Not Mentioned,"IT services, Automation, Data analysis, Version control, Data management, Data modeling, Data Analyst, Stored procedures"
Data Analyst,Altek Institution,8-13 Yrs,Bengaluru,Not Mentioned,"Training, Data Analyst, Teaching, Data analysis, Data"
Site Data Analyst,Apraava Renewable Energy,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Warehouse, Project implementation, Compliance, Gap analysis, Data Analyst, SCM, Functionality testing, HSSE"
Data Analyst,Pradeepit Consulting Services,5-7 Yrs,Bengaluru,Not Mentioned,"SQL queries, Data analysis, Data Analyst, Data quality, data integrity, Mathematics, Informatica, Data warehousing"
data analyst,Etomate Technology,2-7 Yrs,Bengaluru,Not Mentioned,"Com, Relationship Executive, Excel, Star, Database, Data Analyst, Business intelligence, Macros"
Data Analyst,Bombay Play,1-3 Yrs,Bengaluru,Not Mentioned,"Data analysis, Analytical, Social media, Market research, Business intelligence, Digital marketing, Gaming, Analytics"
Data Analyst (AI-LLM),Ringcentral,1-4 Yrs,Bengaluru,Not Mentioned,"Data analysis, Diagnostics, Machine learning, Data collection, Video conferencing, Analytics, SQL, Python"
Data Analyst,Brickwork Ratings (BWR),3-5 Yrs,Bengaluru,Not Mentioned,"MIS reporting, Loans, Bengali, Project finance, Analytical, Billing, Structured finance, Programming"
Data Analyst,Kazam,1-3 Yrs,Bengaluru,Not Mentioned,"Computer science, Stakeholder Engagement, Coding, power bi, MongoDB, Data Analyst, Mathematics, Monitoring"
Data Analyst,Insure Pro 20,2-3 Yrs,Bengaluru,Not Mentioned,"Data analysis, Publishing, Data modeling, power bi, Data Analyst, Information management, data visualization, Troubleshooting"
Data Analyst,Mindpeers,1-3 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"python, data analysis, design development, sas, mathematics, data mining, spss, javascript"
Data Analyst,Precise Virtual Team,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Data analysis, Web technologies, Analytical, Book Keeping, Data Analyst, Web designing, SEO, Digital marketing"
Data Analyst,Vgminds Techstudios,1-4 Yrs,Bengaluru,Not Mentioned,"Data Analyst, Data, Data analysis"
Professional Data Analyst,Corelogic,5-10 Yrs,Bengaluru,Not Mentioned,"Networking, Social media, Manager Technology, Data Analyst, Data analysis, Media, Technology management, Management"
Data Analyst,Xtreme Management Solutions,1-2 Yrs,Bengaluru,Not Mentioned,"Computer science, SAN, Data analysis, Coding, Analytical, Artificial Intelligence, Data processing, Data structures"
Data Analyst,Popreach Technologies,1-3 Yrs,Bengaluru,Not Mentioned,"Data Analyst, Data analysis, Data"
Programmer / Data Analyst,Indo Fuji Information Technologies,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing"
Data Analyst,Usdc Global,2-5 Yrs,Bengaluru,Not Mentioned,"Business analytics, Agile, Conceptualization, Programming, Data Analyst, data visualization, Research, Forecasting"
Data Analyst,Open Financial Technologies,2-3 Yrs,Bengaluru,Not Mentioned,"Computer science, ERP, Data analysis, Analytical, Postgresql, MySQL, data visualization, IEEE"
Data Analyst,Gyantu,2-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining"
Data Analyst,CAMSDATA,2-8 Yrs,Bengaluru,Not Mentioned,"tableau, Google Analytics, Excel, MIS, query, Cloud, Data Analyst, SQL"
Data Analyst,Vahan Inc.,3-5 Yrs,Bengaluru,Not Mentioned,"Data modeling, Analytical, Data collection, Healthcare, Medical insurance, Operations, Recruitment, SQL"
Data Analyst,Robosoft Technologies,5-10 Yrs,"Mumbai, Udupi, Bengaluru",Not Mentioned,"Google Analytics, Data management, Bfsi, Mutual funds, Analytical, Data quality, data integrity, Business strategy"
Payer Data Analyst,Star4rall It Solutions,3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare"
Data Analyst,Omega Healthcare,2-4 Yrs,Hyderabad,Not Mentioned,"Data Analysis, Power BI, data reporting, data processing, Data Analyst, Tableau, Reporting, Data"
Data Analyst,Thomson Reuters,3-6 Yrs,Bengaluru,Not Mentioned,"python, presentation skills, power bi, sql, tableau, data analysis, bi, data warehousing"
Data Analyst,Alaan,2-7 Yrs,Bengaluru,Not Mentioned,"Data analysis, Automation, Data management, Financial analysis, Analytical, Data collection, Business intelligence, Analytics"
Data Analyst,Brickwork Ratings (BWR),3-5 Yrs,Bengaluru,Not Mentioned,"Advanced Excel, MIS Reporting, Power Bi, Data Analysis, Excel Report Preparation, SQL, Python, Reporting"
Data Analyst,Falcon Smart It,2-6 Yrs,Bengaluru,Not Mentioned,"ERP, Data analysis, Publishing, Kaizen, Data Analyst, Advanced Excel, Powerpoint, Macros"
Data Analyst,Qvesta Technologies,1-3 Yrs,"Coimbatore, Bengaluru",Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,"Orbit & Skyline, Inc",2-4 Yrs,Mohali,Not Mentioned,"Product management, Supply chain, Mining, Data analysis, Supply chain management, Coding, Hardware design, SQL"
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,2-5 Yrs,Bengaluru,Not Mentioned,"Advanced, Analytical, Data Analyst, MS Office, Data analysis, Data, Analytics, Microsoft"
Data Analyst,Game Theory,1-3 Yrs,Bengaluru,Not Mentioned,"Automation, Data analysis, Data modeling, Machine learning, Javascript, Data quality, Analytics, SQL"
Data Analyst,Xpheno,2-4 Yrs,Bengaluru,Not Mentioned,"Lean manufacturing, Analytical, Data Analyst, Management, Data mining, Continuous improvement, Operations, Cost"
Statistician/Data Analyst,Authenu,2-7 Yrs,Bengaluru,Not Mentioned,"Usage, Email, Data collection, Data Analyst, Problem, Subject Matter Expert, Research, Analyst 3"
Data Analyst - GCSS,Whatfix,2-4 Yrs,Bengaluru,Not Mentioned,"Data analysis, Simulation, Cost reduction, Cloud, Database, Data quality, Medical insurance, Data mining"
Data Analyst,Course5 Intelligence,2-4 Yrs,Bengaluru,Not Mentioned,"Coding, data manipulation, power bi, Data Analyst, SQL, Python, Data analysis, Data"
Data Analyst,Rehoboth Academic Services,2-7 Yrs,Bengaluru,Not Mentioned,"Excel, Report writing, Content writing, SEM, Data Analyst, MS Office, Statistics, Office"
Data Analyst,Unitforce Technologies Consulting,6-11 Yrs,Bengaluru,Not Mentioned,"Engineering services, Telecom, ISO 9001, Consulting, Social networking, splunk, Data Analyst, Troubleshooting"
Data Analyst,Heptarc Talent Acquisition,2-5 Yrs,Bengaluru,Not Mentioned,"data cleansing, Report generation, metadata, Manager Quality Assurance, data integrity, Data Analyst, Management, Troubleshooting"
DATA ANALYST,Diverse Lynx,4-9 Yrs,Bengaluru,Not Mentioned,"Business reporting, Data Analyst, Management, Data analysis, Reporting, Data"
Data Analyst,Credit Wise Capital Pvt. LTD.,5-8 Yrs,Mumbai,Not Mentioned,"Loans, Data analysis, digital analytics, NBFC, Underwriting, Consumer finance, Analytical, Manager Technology"
Data Analyst,Myglamm,2-4 Yrs,Mumbai,Not Mentioned,"Data analysis, Excel, Analytical, Data collection, Market research, data visualization, Private equity, SQL"
Data Analyst,Allime Tech Solutions,3-10 Yrs,Pune,Not Mentioned,"Interpersonal skills, Coding, spark, Machine learning, Banking, Deployment, Data Analyst, Wholesale"
Data Analyst,Acme Services,2-5 Yrs,Bengaluru,Not Mentioned,"Interpersonal skills, Business Analyst, Analytical, Programming, Database, Manager Technology, Data quality, Data Analyst"
Data Analyst,Bsharp,1-3 Yrs,Bengaluru,Not Mentioned,"Usage, Data Analyst, User management, Data analysis, Data, Management"
Data Analyst,Fleek,1-2 Yrs,Bengaluru,Not Mentioned,"Data validation, Data modeling, Analytical, Healthcare, Manager Quality Control, Operations, Analytics, Wholesale"
Data Analyst,Leading Client,2-4 Yrs,Bengaluru,Not Mentioned,"Data Analysis, Amazon QuickSight, Excel, predictive analytics, data warehousing, statistical modelling, ETL, SQL"
Data Analysts,Prometheus Consulting,2-3 Yrs,Bengaluru,Not Mentioned,"Supply chain, Process orientation, Business analytics, Analytical, Consulting, Market research, Data Analyst, Customer experience"
Data Analyst,Acme Services,2-5 Yrs,Bengaluru,Not Mentioned,"data science, Programming, Data Analyst, Forecasting, Statistics, Testing, SQL, Python"
Data Analyst,Rarr Technologies,5-10 Yrs,"Gurugram, Bengaluru",Not Mentioned,"Computer science, Data analysis, Data modeling, Machine learning, power bi, Predictive modeling, Data Analyst, Data mining"
Data Analyst,M3 Eu,5-7 Yrs,Bengaluru,Not Mentioned,"Analytical skills, Quanvert, Data validation, Market research, Data processing, Data Analyst, SPSS, MS Office"
Data Analyst,Z2plus Placement & Security Agency Pvt. Ltd.,2-5 Yrs,Bengaluru,Not Mentioned,"Industry research, Marketing programs, Statistical modeling, SQL database, Data modeling, management, Business excellence, Data mining"
AI Engineer / Data Analyst,Meru Software,2-5 Yrs,Hyderabad,Not Mentioned,"Machine learning, Data Analyst, SQL, Python, Artificial Intelligence, Machine, Data analysis, Data"
Data Analyst,MS Guide World,1-4 Yrs,"New Delhi, Pune, Bengaluru",Not Mentioned,"Automation, Data analysis, SAP, Data modeling, Hyperion, SAP CRM, Business intelligence, Analytics"
Data Analyst,Digital Airport Transformation Org,6-11 Yrs,Bengaluru,Not Mentioned,"Exploratory Data Analysis, EDA, Data Visualization, Data Cleaning, Python, Data Preprocessing, Data Analysis, Data Mining"
FP&A Data Analyst,Cognite,4-8 Yrs,Bengaluru,Not Mentioned,"ERP, Financial reporting, Business analytics, Analytical, Financial planning, Budgeting, microsoft, Business intelligence"
Data Analyst,the modern dimension,3-8 Yrs,"New Delhi, Bengaluru",Not Mentioned,"Business Intelligence, R, Power Bi, Sql Server, Tableau, Oracle, Bi, Data analysis"
Data Analyst,Growing Soonicorn in Auto Components Space,3-5 Yrs,Bengaluru,Not Mentioned,"Power Bi, Azure Databricks, Tableau, SQL, Python, Data Visualization, Data analysis, Microsoft Azure"
Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3-7 Yrs,Bengaluru,Not Mentioned,"reports, automation, be, good communication skills, sql pl sql, data warehousing, dashboards, data analyst"
Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3-7 Yrs,Bengaluru,Not Mentioned,"Automation, RDBMS, PLSQL, Data Analyst, QlikView, Macros, Business Executive, Analytics"
Data Analyst,MS Guide World,5-10 Yrs,Bengaluru,Not Mentioned,"Data analysis, Version control, Linux, Talent acquisition, Windows, data visualization, Analytics, Python"
Data Analyst-EDA,Digital Airports Transformation Partner,8-13 Yrs,Bengaluru,Not Mentioned,"EDA, Power Bi, SQL, Python, R, Pandas, Data Analysis, Data Cleansing"
Data Analyst,Tech Stalwart Solution,6-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data"
Data Analysts,Mainetti,3-8 Yrs,Chennai,Not Mentioned,"Sales Analysis, Power Bi Dashboards, Data Analysis, SQL Queries, Advanced Excel, Data, SQL, Query"
Data Analyst,Riddhi Corporate Services,2-6 Yrs,Ahmedabad,Not Mentioned,"Power Bi, Data Analysis, Data Analytics, Data Management, Data Visualization, Data Cleansing, Data Reporting, Analysis"
Engineer/Data Analyst,mycitynagpur,5-8 Yrs,Nagpur,Not Mentioned,"Data Analyst, Engineering, Data analysis, Data"
Data Analyst,Nirvana Digital,1-2 Yrs,"Mumbai, Chinchpokli",Not Mentioned,"Data analysis, Power BI, Data Analyst, Python, SQL, Data, Bi, Analysis"
Data Analyst,BP INCORPORATE INTERNATIONAL.,1-3 Yrs,Pune,Not Mentioned,"Data analysis, Manager Quality Assurance, Data management, Business analysis, Consulting, microsoft, Data mining, Analytics"
Data Analyst,IntraEdge Technology,1-4 Yrs,Chennai,Not Mentioned,"Analyst, Data validation, Quality standards, Application development, Data quality, Data Analyst, Cost, Inventory"
Data Analyst,Bhavani Shipping services,1-3 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Not Mentioned,"Reporting, Data Analysis, Excel Powerpoint, Data Extraction, Charts, Data Collection, Advanced Excel, Power Point Presentation"
Data Analyst/ Excel Specialist,Appletech,3-8 Yrs,Vadodara,Not Mentioned,"Excel, VLOOKUP, Data Analysis, Pivot, HLOOKUP, Countif, Data Migration, Conditional Formatting"
Data Pull Analyst- BLR Location,Oracle,2-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Administration, Excel, Income tax, Business analysis, Project management, Analytical, Oracle, Powerpoint"
Data Analyst,Victrix Systems And Labs,8-10 Yrs,Hyderabad,Not Mentioned,"Data Analysis, R, Data Migration, Oracle HCM, Data Cleansing, Data Modeling, SQL, Python"
Data Analyst(Female)  Greater Noida mail at devendra@cmp.co.in,Cybernetic Management Professionals,5-7 Yrs,Noida,Not Mentioned,"Power Bi, Azure DataWarehouse, Excel, Data Analytics, Microsoft Azure, Analytics, Data, Data analysis"
Data Analyst,Innovature Software Labs,2-4 Yrs,"Kochi, Chennai",Not Mentioned,"Usage, Sales, Analytical, power bi, Data Analyst, Business intelligence, Data warehousing, Analytics"
Data Analyst,Victrix Systems And Labs,8-10 Yrs,Ahmedabad,Not Mentioned,"Data Analysis, Change Management, HCM, Business Analyst, Data Migration, Oracle HCM Cloud, Oracle HCM, Data Modeling"
Data Analyst,Victrix Systems And Labs,8-10 Yrs,Mumbai,Not Mentioned,"Data Analysis, Change Management, HCM, Business Analyst, Data Migration, Oracle HCM, Data Modeling, Migration"
Data Analyst,Golden Eagle It Technologies,3-8 Yrs,Indore,Not Mentioned,"Computer science, Data analysis, Excel, power bi, Data Analyst, Data quality, data visualization, Statistics"
Data Analyst,Talent Hire It Solutions,5-10 Yrs,"Kochi, Thiruvananthapuram",Not Mentioned,"SQL, Power BI, Amazon Athena, Python, Bi, Data analysis, Athena, Data"
Data Analyst,Beetexting,3-6 Yrs,Hyderabad,Not Mentioned,"MongoDB, SQL, Data Modeling, Data analysis, Modeling, Data"
